"nid","Sequence","Judge.Name","Type","Other.Federal.Judicial.Service","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25"
13438481,1,"Gallagher, Gordon Paul","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Colorado, 2012-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7049781,1,"Gallagher, Stephanie Agli","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Maryland, 2011-2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381081,1,"Garza, Reynaldo Guerra","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1982-1993; chief judge, 1987-1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381086,1,"Gasch, Oliver","Special Railroad Court","Judge, Special Railroad Court, 1982-1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392456,1,"Gelpí, Gustavo Antonio, Jr.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Puerto Rico, 2001-2006",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381116,1,"George, Lloyd D.","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, District of Nevada, 1974-1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381116,2,"George, Lloyd D.","U.S. Bankruptcy Appellate Panel","Judge, U.S. Bankruptcy Appellate Panel  for the Ninth Circuit, 1980-1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381126,1,"Gershon, Nina","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Southern District of New York, 1976-1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381151,1,"Gewin, Walter Pettus","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1977-1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381206,1,"Gierbolini-Ortiz, Gilberto","Puerto Rico Courts","Puerto Rico Courts, Judge, Puerto Rico Superior Court, 1966-1969",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381211,1,"Gignoux, Edward Thaxter","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1980-1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381311,1,"Goettel, Gerard Louis","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Southern District of New York, 1971-1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381336,1,"Gonzalez, Irma Elsa","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Southern District of California, 1984-1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5153441,1,"Goodwin, Charles Barnes","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Western District of Oklahoma, 2013-2018",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381406,1,"Gorton, Nathaniel M.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2001-2008",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381411,1,"Gottschall, Joan B.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Northern District of Illinois, 1984-1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381441,1,"Grant, Robert Allen","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1976-1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381486,1,"Green, Joyce Hens","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 1968-1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381486,2,"Green, Joyce Hens","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1988-1995; presiding judge, 1990-1995",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381491,1,"Green, June Lazenby","Special Railroad Court","Judge, Special Railroad Court, 1987-1997",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381506,1,"Greene, Harold H.","District of Columbia Courts","Judge, District of Columbia Court of General Sessions, 1965-1971; chief judge, 1966-1971",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381506,2,"Greene, Harold H.","District of Columbia Courts","Chief Judge, Superior Court of the District of Columbia, 1971-1978",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13338916,1,"Grey, Jonathan James Canada","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Michigan, 2021-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10270716,1,"Griggsby, Lydia Kay","U.S. Court of Federal Claims","U.S. Court of Federal Claims, Nominated by Barack Obama on April 10, 2014, to a seat vacated by Francis Marion Allegra. Confirmed by the Senate on December 4, 2014, and received commission on December 5, 2014. Service terminated on July 23, 2021, due to appointment to another judicial position.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394056,1,"Grimm, Paul William","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Maryland, 1997-2012; chief magistrate judge, 2006-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393966,1,"Guaderrama, David Campos","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Western District of Texas, 2010-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392091,1,"Guirola, Louis, Jr.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Western District of Texas, 1993-1996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392091,2,"Guirola, Louis, Jr.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of Mississippi, 1996-2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392091,3,"Guirola, Louis, Jr.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2019-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392091,4,"Guirola, Louis, Jr.","Alien Terrorist Removal Court","Judge, Alien Terrorist Removal Court, 2021-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381596,1,"Guy, Ralph B., Jr.","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 1998-2005; presiding judge, 2001-2005",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391041,1,"Guzman, Ronald A.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Illinois, 1990-1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381601,1,"Hackett, Barbara Kloka","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Eastern District of Michigan, 1973-1984",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394296,1,"Haikala, Madeline Hughes","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Alabama, 2012-2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381661,1,"Hall, Cynthia Holcomb","U.S. Tax Court","Judge, U.S. Tax Court, 1972-1981",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761081,1,"Hall, Jennifer Lynne","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Delaware, 2019-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381706,1,"Hallett, Moses","Territorial Courts","Judge, U.S. District Court for the District of Colorado Territory, 1866-1877; chief judge, 1866-1877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391151,1,"Hamilton, Phyllis Jean","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of California, 1991-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12352111,1,"Hanes, Elizabeth Wilson","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Eastern District of Virginia, 2020-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381781,1,"Hanford, Cornelius Holgate","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the District of Washington Territory, 1875-1876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381781,2,"Hanford, Cornelius Holgate","Territorial Courts","Chief Justice, Supreme Court of Washington Territory, 1889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394776,1,"Hanks, George Carol, Jr.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of Texas, 2010-2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761551,1,"Harjani, Sunil Ramesh","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of Illinois, 2019-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381866,1,"Harris, Stanley S.","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 1970-1972",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381866,2,"Harris, Stanley S.","District of Columbia Courts","Judge, District of Columbia Court of Appeals, 1972-1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381876,1,"Hart, George Luzerne, Jr.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 1979-1982; presiding judge, 1979-1982",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381911,1,"Hastie, William Henry","Territorial Courts","Judge, U.S. District Court for the District of the Virgin Islands, 1937-1939",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381911,2,"Hastie, William Henry","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1972-1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381921,1,"Hastings, John Simpson","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1972-1976",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381931,1,"Hatchett, Joseph Woodrow","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Middle District of Florida, 1971-1975",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1381956,1,"Hawkins, Michael Daly","Military Courts","Special Courts Martial Military Judge, U.S. Marine Corps, 1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761886,1,"Hawley, Jonathan Eugene","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Central District of Illinois, 2014-2024; executive magistrate judge, 2023-2024",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391051,1,"Haynes, William Joseph, Jr.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Middle District of Tennessee, 1984-1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382036,1,"Hemphill, Robert Witherspoon","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1981-1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1394541,1,"Hendricks, Bruce Howe","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of South Carolina, 2002-2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382066,1,"Henley, Jesse Smith","Referee in Bankruptcy","Referee in Bankruptcy, Western District of Arkansas, 1943-1945",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382086,1,"Herlong, Henry Michael, Jr.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the District of South Carolina, 1986-1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382131,1,"Higginbotham, Aloyisus Leon, Jr.","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 1979-1986; presiding judge, 1979-1986",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393836,1,"Higginson, Stephen Andrew","Foreign Intelligence Surveillance Court of Review","Judge, Foreign Intelligence Surveillance Court of Review, 2021-present; presiding judge, 2023-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393996,1,"Hillman, Timothy Spafard","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Massachusetts, 2006-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382186,1,"Hilton, Claude M.","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2000-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382231,1,"Hodge, Walter Hartman","Territorial Courts","Judge, U.S. District Court for the District of Alaska Territory, 1954-1959",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382261,1,"Hoffman, Walter Edward","Referee in Bankruptcy","Referee in Bankruptcy, Eastern District of Virginia, 1942-1944",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382261,2,"Hoffman, Walter Edward","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1977-1993",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382266,1,"Hogan, Michael Robert","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, District of Oregon, 1973-1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382266,2,"Hogan, Michael Robert","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the District of Oregon, 1973-1991",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382271,1,"Hogan, Thomas Francis","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2009-2016; presiding judge, 2014-2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382331,1,"Holman, Jesse Lynch","Territorial Courts","Judge, Circuit Court of Indiana Territory, 1814-1816; Second Judicial Circuit, 1814-1816; Third Judicial Circuit, 1816",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382356,1,"Holt, George Chandler","Referee in Bankruptcy","Referee in Bankruptcy, Southern District of New York, 1898-1903",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382371,1,"Hood, Joseph Martin","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Eastern District of Kentucky, 1976-1990",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12917506,1,"Hopkins, Jeffery Paul","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Southern District of Ohio, 1996-2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382406,1,"Hornby, David Brock","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the District of Maine, 1982-1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382411,1,"Horton, Odell","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Western District of Tennessee, 1976-1980",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392036,1,"Houston, John A.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Southern District of California, 1998-2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382436,1,"Howard, Alex T., Jr.","U.S. Commissioner","U.S. Commissioner, U.S. District Court for the Southern District of Alabama, 1956-1970",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382451,1,"Howard, Malcolm Jones","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2005-2012",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392526,1,"Howard, Marcia Morales","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Middle District of Florida, 2003-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393066,1,"Howell, George Evan","Referee in Bankruptcy","Referee in Bankruptcy, Southern District of Illinois, 1936-1941",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393366,1,"Howell, William Barberie","Board of General Appraisers","Member, Board of General Appraisers. Nominated by William McKinley on February 8, 1899, to a seat vacated by George H. Sharpe. Confirmed by the Senate on February 20, 1899, and received commission on February 24, 1899. Served as president, 1925-1926. Service terminated on May 28, 1926, due to reassignment.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382476,1,"Hudspeth, Harry Lee","U.S. Magistrate","U.S. Magistrate, U.S. District Court for the Western District of Texas, 1977-1979",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13622031,1,"Hunt, LaShonda Annette","U.S. Bankruptcy Judge","U.S. Bankruptcy Judge, Northern District of Illinois, 2017-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391156,1,"Hunt, Roger L.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Nevada, 1992-2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382561,1,"Hunt, William Henry","Commerce Court","Judge, Commerce Court. Nominated by William H. Taft on December 12, 1910, to a new seat authorized by 36 Stat. 539. Confirmed by the Senate on January 31, 1911, and received commission on January 31, 1911. Service terminated on December 13, 1913, due to abolition of the court.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391031,1,"Hurd, David N.","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the Northern District of New York, 1991-1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
13761061,1,"Hurson, Brendan Abell","U.S. Magistrate Judge","U.S. Magistrate Judge, U.S. District Court for the District of Maryland, 2022-2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391076,1,"Huvelle, Ellen Segal","District of Columbia Courts","Judge, Superior Court of the District of Columbia, 1990-1999",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6839681,1,"Immergut, Karin Johanna","Foreign Intelligence Surveillance Court","Judge, Foreign Intelligence Surveillance Court, 2024-present",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382661,1,"Ingraham, Joe McDonald","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1976-1988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382706,1,"Jackson, Carol E.","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Eastern District of Missouri, 1986-1992",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382761,1,"Jameson, William James","Temporary Emergency Court of Appeals","Judge, Temporary Emergency Court of Appeals, 1976-1987",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392531,1,"Jarvey, John Alfred","U.S. Magistrate/U.S. Magistrate Judge","U.S. Magistrate/U.S. Magistrate Judge, U.S. District Court for the Northern District of Iowa, 1987-2007",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382776,1,"Jenkins, Bruce Sterling","Referee in Bankruptcy","Referee in Bankruptcy, District of Utah, 1965-1973",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
